File Name,Drive Link,Code,Original Item Description,original price Rs. (A),35%Margin price Rs,Roud Off (B),(Our Price Rs (A +B),Modified Item Description,Extracted Codes (OCR)
IMG-20260310-WA0002.jpg,,,*New Micro Gold  Mangalsutra Combo set* Length- 34Inch Price -540rs FREE SHIPPING ALL OVER INDIA😊,540.0,189.0,189,729,*New Micro Gold  Mangalsutra Combo set* Length- 34Inch Price -729rs FREE SHIPPING ALL OVER INDIA😊,"Code-1110, SAC, M1O4B, N2ZON, 7810044, 8919534, No.3800, 5 A, L34 inch"
VID-20260319-WA0044.mp4,,,**1 GM FORMING MAHARAJ KADA* ( Half Kada Adjustable ) Price - 470 rs Each *FREE SHIPPING ALL OVER INDIA😊*,470.0,164.5,164,634,**1 GM FORMING MAHARAJ KADA* ( Half Kada Adjustable ) Price - 634 rs Each *FREE SHIPPING ALL OVER INDIA😊*,"Code-827, A'C, M9OB, N235N, 8325067, No.9600, 1GM Forming"
IMG-20260310-WA0005.jpg,,,*1 GM FORMING श्री स्वामी समर्थ CHAIN* Length- 24Inch Price -450rs FREE SHIPPING ALL OVER INDIA😊,450.0,157.5,158,608,*1 GM FORMING श्री स्वामी समर्थ CHAIN* Length- 24Inch Price -608rs FREE SHIPPING ALL OVER INDIA😊,"Code-1161, M86B, N22SN, 8920056, No.6700, CHAIN, L-24 Inch, 7Fef"
IMG-20260310-WA0006.jpg,,,*GOLD PLATED DAILY WEAR WATERPROOF CHAIN* Length - 22 INCH Price - 250 rs *FREE SHIPPING ALL OVER INDIA😊*,250.0,87.5,88,338,*GOLD PLATED DAILY WEAR WATERPROOF CHAIN* Length - 22 INCH Price - 338 rs *FREE SHIPPING ALL OVER INDIA😊*,"Code-1112, M46A:, N125N, 7810034, No.8399, L-22inch"
IMG-20260310-WA0007.jpg,,,*_1 GM Gold plated Gautam Buddh chain _* L-24 inch Price - 360 Rs Free shipping All over India,360.0,126.0,126,486,*_1 GM Gold plated Gautam Buddh chain _* L-24 inch Price - 486 Rs Free shipping All over India,"SAT, M68B, N18ON, 9816034, No.3650, L-24 Inch"
IMG-20260310-WA0004.jpg,,,*Premium Quality Micro Gold Shree Swami Samarth Chain* Length- 24Inch *Price -250rs FREE SHIPPING ALL OVER INDIA😊,250.0,87.5,88,338,*Premium Quality Micro Gold Shree Swami Samarth Chain* Length- 24Inch *Price -338rs FREE SHIPPING ALL OVER INDIA😊,"M46B, NIZSN, No.5350, L-24inch, Sac"
VID-20260310-WA0003.mp4,,,*1 GM Forming 18k Gold Plated Chain* *Length-22 inch                                           *Price - 650 rs                                               ⭐️ FREE SHIPPING ALL OVER INDIA ⭐️,650.0,227.5,227,877,*1 GM Forming 18k Gold Plated Chain* *Length-22 inch                                           *Price - 877 rs                                               ⭐️ FREE SHIPPING ALL OVER INDIA ⭐️,"Code-1138, A'C, M124C, N325N, 9340062, No.71400, SAC, L-22 inch, 1GM"
IMG-20260311-WA0000.jpg,,,*HANDMADE PARIJAATAK COMBO SET* LENGTH - 28 Inch Price -  1000 rs FREE SHIPPING ALL OVER INDIA😊,1000.0,350.0,350,1350,*HANDMADE PARIJAATAK COMBO SET* LENGTH - 28 Inch Price -  1350 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1204, SA"", L-28 Inch, M194C, NSOON, 8965024, No.81200, Eae)"
IMG-20260311-WA0001.jpg,,,*HANDMADE PARIJAATAK COMBO SET* LENGTH - 28 Inch Price -  1000 rs FREE SHIPPING ALL OVER INDIA😊,1000.0,350.0,350,1350,*HANDMADE PARIJAATAK COMBO SET* LENGTH - 28 Inch Price -  1350 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1205, SAC, M194C, NSOON, 4265077, L-28 Inch, No.91200"
VID-20260315-WA0014.mp4,,,*New Micro Gold  Mangalsutra* Length- 36 Inch Price -690rs FREE SHIPPING ALL OVER INDIA😊,690.0,241.5,241,931,*New Micro Gold  Mangalsutra* Length- 36 Inch Price -931rs FREE SHIPPING ALL OVER INDIA😊,"Code-1207, SAC, M134B, NJASN, 9738056, No.9850, L-36 Inch"
VID-20260313-WA0048.mp4,,,*New Micro Gold  Mangalsutra* Length- 36 Inch Price -690rs FREE SHIPPING ALL OVER INDIA😊,690.0,241.5,241,931,*New Micro Gold  Mangalsutra* Length- 36 Inch Price -931rs FREE SHIPPING ALL OVER INDIA😊,"Code-1207, M134B, N345N, 9738056, No.9850, SAI, L-36 Inch"
IMG-20260313-WA0043.jpg,,,VICTORIAN MANGALSUTRA SET L-42 Inch Price - 750rs *FREE SHIPPING ALL OVER INDIA*,750.0,262.5,262,1012,VICTORIAN MANGALSUTRA SET L-42 Inch Price - 1012rs *FREE SHIPPING ALL OVER INDIA*,"Code-1208, SAC, M146B, N375N, 2348056, 2950, L42inch, No:"
IMG-20260313-WA0046.jpg,,,VICTORIAN MANGALSUTRA SET L-42 Inch Price - 750rs *FREE SHIPPING ALL OVER INDIA*,750.0,262.5,262,1012,VICTORIAN MANGALSUTRA SET L-42 Inch Price - 1012rs *FREE SHIPPING ALL OVER INDIA*,"Code-1209, SAC, M146B, N375N, 2348056, No. 2950, L42 inch"
IMG-20260313-WA0044.jpg,,,VICTORIAN MANGALSUTRA SET L-42 Inch Price - 750rs *FREE SHIPPING ALL OVER INDIA*,750.0,262.5,262,1012,VICTORIAN MANGALSUTRA SET L-42 Inch Price - 1012rs *FREE SHIPPING ALL OVER INDIA*,"Code-1210, SAC, M146B, N375N, 2348056, No. 2950, L42 inch"
IMG-20260313-WA0040.jpg,,,VICTORIAN MANGALSUTRA SET L-42 Inch Price - 750rs *FREE SHIPPING ALL OVER INDIA*,750.0,262.5,262,1012,VICTORIAN MANGALSUTRA SET L-42 Inch Price - 1012rs *FREE SHIPPING ALL OVER INDIA*,"Code-1211, SAC, M146B, N375N, 2348056, No.2950, L42inch"
IMG-20260313-WA0047.jpg,,,*VICTORIAN MANGALSUTRA SET* LENGTH - 40 Inch Price - 800rs *FREE SHIPPING ALL OVER INDIA*,800.0,280.0,280,1080,*VICTORIAN MANGALSUTRA SET* LENGTH - 40 Inch Price - 1080rs *FREE SHIPPING ALL OVER INDIA*,"Code-1212, SAC, M1S6B, N4OON, 2355045, No 9950, L40 Inch, 5 A"
IMG-20260313-WA0045.jpg,,,*VICTORIAN MANGALSUTRA SET* LENGTH - 40 Inch Price - 800rs *FREE SHIPPING ALL OVER INDIA*,800.0,280.0,280,1080,*VICTORIAN MANGALSUTRA SET* LENGTH - 40 Inch Price - 1080rs *FREE SHIPPING ALL OVER INDIA*,"Code-1213, SAC, M156B, N4OON, 2355045, No. 9950, L40 Inch"
IMG-20260313-WA0039.jpg,,,*VICTORIAN MANGALSUTRA SET* LENGTH - 40 Inch Price - 800rs *FREE SHIPPING ALL OVER INDIA*,800.0,280.0,280,1080,*VICTORIAN MANGALSUTRA SET* LENGTH - 40 Inch Price - 1080rs *FREE SHIPPING ALL OVER INDIA*,"Code-1214, SAC, M1S6B, N4OON, 2355045, No. 9950, L40 Inch, 8 A"
IMG-20260313-WA0042.jpg,,,*VICTORIAN MANGALSUTRA SET* LENGTH - 40 Inch Price - 800rs *FREE SHIPPING ALL OVER INDIA*,800.0,280.0,280,1080,*VICTORIAN MANGALSUTRA SET* LENGTH - 40 Inch Price - 1080rs *FREE SHIPPING ALL OVER INDIA*,"Code-1215, SAC, M156B, N4OON, 2355045, No. 9950, L40 Inch, Long"
IMG-20260313-WA0041.jpg,,,*VICTORIAN MANGALSUTRA SET* LENGTH - 40 Inch Price - 800rs *FREE SHIPPING ALL OVER INDIA*,800.0,280.0,280,1080,*VICTORIAN MANGALSUTRA SET* LENGTH - 40 Inch Price - 1080rs *FREE SHIPPING ALL OVER INDIA*,"SAC, Code-1216, M1S6B, N4OON, 2355045, No. 9950, L40 Inch, Long"
IMG-20260313-WA0038.jpg,,,*VICTORIAN MANGALSUTRA SET* LENGTH - 40 Inch Price - 800rs *FREE SHIPPING ALL OVER INDIA*,800.0,280.0,280,1080,*VICTORIAN MANGALSUTRA SET* LENGTH - 40 Inch Price - 1080rs *FREE SHIPPING ALL OVER INDIA*,"Code-1217, SAC, M1S6B, N4OON, 2355045, No. 9950, L40 Inch"
IMG-20260313-WA0037.jpg,,,*Micro Gold Mangalsutra Set* Length- 38Inch Price -420rs FREE SHIPPING ALL OVER INDIA😊,420.0,147.0,147,567,*Micro Gold Mangalsutra Set* Length- 38Inch Price -567rs FREE SHIPPING ALL OVER INDIA😊,"Code-1160, SAC, M8OB, N21ON, 7821056, No.8550, L38 inch"
IMG-20260313-WA0036.jpg,,,*Micro Gold Mangalsutra Set* Length- 38Inch Price -570rs FREE SHIPPING ALL OVER INDIA😊,570.0,199.5,200,770,*Micro Gold Mangalsutra Set* Length- 38Inch Price -770rs FREE SHIPPING ALL OVER INDIA😊,"MIIOB, Code-1158, N285N, SAC, 8932567, No.7800, Gwi, L38 inch"
IMG-20260313-WA0006.jpg,,,*Micro Gold Mangalsutra Set* Length- 38Inch Price -490rs FREE SHIPPING ALL OVER INDIA😊,490.0,171.5,172,662,*Micro Gold Mangalsutra Set* Length- 38Inch Price -662rs FREE SHIPPING ALL OVER INDIA😊,"Code-1157, SAC, M9SA, N24SN, 7829056, No.5699, 6 A C, L36 inch"
IMG-20260313-WA0035.jpg,,,*Micro Gold Mangalsutra Set* Length- 38Inch Price -450rs FREE SHIPPING ALL OVER INDIA😊,450.0,157.5,158,608,*Micro Gold Mangalsutra Set* Length- 38Inch Price -608rs FREE SHIPPING ALL OVER INDIA😊,"Code-1155, M87A., N225N, 7825077, No.8650, L38 inch"
IMG-20260313-WA0032.jpg,,,*Micro Gold Mangalsutra Set* Length- 36Inch Price -550rs FREE SHIPPING ALL OVER INDIA😊,550.0,192.5,192,742,*Micro Gold Mangalsutra Set* Length- 36Inch Price -742rs FREE SHIPPING ALL OVER INDIA😊,"Code-1154, SAC, M1O6B, N27SN, 8831056, No.9750, L38 inch"
IMG-20260313-WA0033.jpg,,,*Micro Gold Mangalsutra Set* Length- 36Inch Price -480rs FREE SHIPPING ALL OVER INDIA😊,480.0,168.0,168,648,*Micro Gold Mangalsutra Set* Length- 36Inch Price -648rs FREE SHIPPING ALL OVER INDIA😊,"Code-1153, SAC, M93A, N240N, 6728044, No.8670, L36 inch"
VID-20260317-WA0035.mp4,,,*1 GM FORMING MANGALSUTRA* Length- 38 inch Price - 1800 rs Free shipping All over India,1800.0,630.0,630,2430,*1 GM FORMING MANGALSUTRA* Length- 38 inch Price - 2430 rs Free shipping All over India,"Code-1218, SAC, M350E, NIOON, 78125078, No.73800, SAG, L-38 Inch"
VID-20260313-WA0049.mp4,,,*1 GM FORMING MANGALSUTRA* Length- 38 inch Price - 1800 rs Free shipping All over India,1800.0,630.0,630,2430,*1 GM FORMING MANGALSUTRA* Length- 38 inch Price - 2430 rs Free shipping All over India,"Code-1218, M350E, N9OON, 78125078, No.73800, SAC, L-38 Inch"
VID-20260317-WA0036.mp4,,,*1 GM FORMING MANGALSUTRA* Length- 38 inch Price - 2200 rs Free shipping All over India,2200.0,770.0,770,2970,*1 GM FORMING MANGALSUTRA* Length- 38 inch Price - 2970 rs Free shipping All over India,"Code-1219, SAC, M430E, NIIOON, 89165023, No.85000, L-38 Inch"
VID-20260318-WA0008.mp4,,,*1 GM FORMING MANGALSUTRA* Length- 38 inch Price - 2200 rs Free shipping All over India,2200.0,770.0,770,2970,*1 GM FORMING MANGALSUTRA* Length- 38 inch Price - 2970 rs Free shipping All over India,"Code-1220, SAC, M430E, NIIOON, 89165023, No.85000, L-38 Inch"
VID-20260313-WA0034.mp4,,,*1 GM FORMING MANGALSUTRA* Length- 38 inch Price - 2200 rs Free shipping All over India,2200.0,770.0,770,2970,*1 GM FORMING MANGALSUTRA* Length- 38 inch Price - 2970 rs Free shipping All over India,"Code-1220, M430E, NTIOON, 89165023, No.85000, L-38 Inch"
VID-20260318-WA0007.mp4,,,*1 GM Forming Short  Mangalsutra* Length -18   Inch Price - 700 RS Free shipping all over India ☺️,700.0,245.0,245,945,*1 GM Forming Short  Mangalsutra* Length -18   Inch Price - 945 RS Free shipping all over India ☺️,"Code-1221, SAC, M136B, N35ON, 8942055, No.81500, 18 Inch"
IMG-20260313-WA0031.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1700 rs FREE SHIPPING ALL OVER INDIA😊,1700.0,595.0,595,2295,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2295 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1256, M334C, N8SON, 34120056, NO. 93200, L38 inch"
IMG-20260313-WA0030.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1900 rs FREE SHIPPING ALL OVER INDIA😊,1900.0,665.0,665,2565,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2565 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1267, SAC, M374C, N9SON, 34140056, NO 93500, L38 inch"
IMG-20260313-WA0029.jpg,,,*1 GM FORMING RAANI HAAR* Length- 28 Inch Price - 850 rs FREE SHIPPING ALL OVER INDIA😊,850.0,297.5,298,1148,*1 GM FORMING RAANI HAAR* Length- 28 Inch Price - 1148 rs FREE SHIPPING ALL OVER INDIA😊,"SAC, M166B, N42SN, 3250010, No.91500, 5 A, L 28 inch"
IMG-20260313-WA0028.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1900 rs FREE SHIPPING ALL OVER INDIA😊,1900.0,665.0,665,2565,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2565 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1268, SAC, M374C, NOSON, 34140056, NO. 93500, 8 A C, L38 Inch"
IMG-20260313-WA0027.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1700 rs FREE SHIPPING ALL OVER INDIA😊,1700.0,595.0,595,2295,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2295 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1270, SAC, M334C, N8SON, 34120056, NO. 93200, 5 A, L38 inch"
IMG-20260313-WA0026.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1700 rs FREE SHIPPING ALL OVER INDIA😊,1700.0,595.0,595,2295,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2295 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1271, SAC, M334C, N8SON, 34120056, NO. 93200, 5 A C, L38 inch"
IMG-20260313-WA0025.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1700 rs FREE SHIPPING ALL OVER INDIA😊,1700.0,595.0,595,2295,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2295 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1272, SAC, M334C, N8SON, 34120056, NO 93200, 6 A, L38 inch"
IMG-20260313-WA0024.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1700 rs FREE SHIPPING ALL OVER INDIA😊,1700.0,595.0,595,2295,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2295 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1274, SAC, M334C, N8SON, 34120056, No 93200, 5 A C, L38 inch"
IMG-20260313-WA0023.jpg,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1700 rs FREE SHIPPING ALL OVER INDIA😊,1700.0,595.0,595,2295,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2295 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1274, SAC, M334C, N8SON, 34120056, No. 93200, L38 inch"
VID-20260313-WA0022.mp4,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1550 rs FREE SHIPPING ALL OVER INDIA😊,1550.0,542.5,542,2092,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2092 rs FREE SHIPPING ALL OVER INDIA😊,"JEWELLERY, M3OOD, NTZ5N, 78105089, No.83500, (-38 Inch"
VID-20260313-WA0021.mp4,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1550 rs FREE SHIPPING ALL OVER INDIA😊,1550.0,542.5,542,2092,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2092 rs FREE SHIPPING ALL OVER INDIA😊,"SAr, JEWELLERY, MZOOD, NTZSN, 78105067, No.53500, 1-38 Inch"
VID-20260313-WA0020.mp4,,,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 1550 rs FREE SHIPPING ALL OVER INDIA😊,1550.0,542.5,542,2092,*1 GM FORMING MANGALSUTRA* Length- 38 Inch Price - 2092 rs FREE SHIPPING ALL OVER INDIA😊,"JEWELLERY, MBOOD, NZ75N, 79105066, No.63500, L-38 Inch"
VID-20260312-WA0004.mp4,,,*1 GM FORMING MANGALSUTRA* Length- 38Inch Price - 1700 rs FREE SHIPPING ALL OVER INDIA😊,1700.0,595.0,595,2295,*1 GM FORMING MANGALSUTRA* Length- 38Inch Price - 2295 rs FREE SHIPPING ALL OVER INDIA😊,"Code-754, SAC, M330E, NB5ON, 78120046, No.93500, L-38 Inch"
IMG-20260313-WA0019.jpg,,,*New Micro Gold  Mangalsutra with Extra Locket* Length- 38 Inch Price -490rs FREE SHIPPING ALL OVER INDIA😊,490.0,171.5,172,662,*New Micro Gold  Mangalsutra with Extra Locket* Length- 38 Inch Price -662rs FREE SHIPPING ALL OVER INDIA😊,"Code-1156, SAC, M94B, N24SN, 8921045, No.9700, L-38 inch"
IMG-20260313-WA0018.jpg,,,*New Micro Gold  Mangalsutra* Length- 38 Inch Price -360rs FREE SHIPPING ALL OVER INDIA😊,360.0,126.0,126,486,*New Micro Gold  Mangalsutra* Length- 38 Inch Price -486rs FREE SHIPPING ALL OVER INDIA😊,"Code-1131, SAC, T69A., N1SON, 8618063, No.8550, L-38 inch"
IMG-20260313-WA0017.jpg,,,*New Micro Gold  Mangalsutra* Length- 38 Inch Price -350rs FREE SHIPPING ALL OVER INDIA😊,350.0,122.5,122,472,*New Micro Gold  Mangalsutra* Length- 38 Inch Price -472rs FREE SHIPPING ALL OVER INDIA😊,"Code-1202, M67B, N175N, 7815034, No.8500, SA@, L-38 Inch"
IMG-20260313-WA0016.jpg,,,*New Micro Gold  Mangalsutra* Length- 38 Inch Price -350rs FREE SHIPPING ALL OVER INDIA😊,350.0,122.5,122,472,*New Micro Gold  Mangalsutra* Length- 38 Inch Price -472rs FREE SHIPPING ALL OVER INDIA😊,"Code-1203, M67B, N175N, 7915023, No.8500, L-38 Inch"
IMG-20260313-WA0015.jpg,,,*New Micro Gold  Mangalsutra* Length- 36 Inch Price -350rs FREE SHIPPING ALL OVER INDIA😊,350.0,122.5,122,472,*New Micro Gold  Mangalsutra* Length- 36 Inch Price -472rs FREE SHIPPING ALL OVER INDIA😊,"Code-1204, M65A, N1ZON, 7615034, No.9499, L-36 Inch, 77o"
IMG-20260313-WA0014.jpg,,,*Micro Gold Thushi Combo* Price -370 Rs FREE SHIPPING ALL OVER INDIA😍,370.0,129.5,130,500,*Micro Gold Thushi Combo* Price -500 Rs FREE SHIPPING ALL OVER INDIA😍,"MZOB, Code-781, N18SN, 6712067, 657034, No.8550"
IMG-20260313-WA0013.jpg,,,*Premium Quantity Thushi Necklace Combo Set* Price -380 Rs FREE SHIPPING ALL OVER INDIA😍,380.0,133.0,133,513,*Premium Quantity Thushi Necklace Combo Set* Price -513 Rs FREE SHIPPING ALL OVER INDIA😍,"Code-1221, M72B, N19ON, SAC, 7621045, No.7499, grf"
IMG-20260313-WA0012.jpg,,,*New Micro Gold  Mangalsutra* Length- 38Inch Price -420rs FREE SHIPPING ALL OVER INDIA😊,420.0,147.0,147,567,*New Micro Gold  Mangalsutra* Length- 38Inch Price -567rs FREE SHIPPING ALL OVER INDIA😊,"Code-1266, SAC, MBOB, N21ON, 7822045, No.9550, L38"
IMG-20260313-WA0011.jpg,,,*New Micro Gold  Mangalsutra* Length- 38Inch Price -430rs FREE SHIPPING ALL OVER INDIA😊,430.0,150.5,150,580,*New Micro Gold  Mangalsutra* Length- 38Inch Price -580rs FREE SHIPPING ALL OVER INDIA😊,"Code-1267, SAC, M82B, N2ISN, 7823067, No.7600, SA 6, L38"
IMG-20260313-WA0010.jpg,,,*New Micro Gold  Mangalsutra* Length- 38Inch Price -420rs FREE SHIPPING ALL OVER INDIA😊,420.0,147.0,147,567,*New Micro Gold  Mangalsutra* Length- 38Inch Price -567rs FREE SHIPPING ALL OVER INDIA😊,"Code-1268, SAC, MBOB, N21ON, 7822045, No.8550, 6 A C, L38"
IMG-20260313-WA0009.jpg,,,✨1 GM FORMING Lotus NECKLACE ✨ Price -800 rs *FREE SHIPPING ALL OVER INDIA😊*,800.0,280.0,280,1080,✨1 GM FORMING Lotus NECKLACE ✨ Price -1080 rs *FREE SHIPPING ALL OVER INDIA😊*,"Code-1219, MISOE, N4OON, 6544023, No.91000, 5 A €, 1 Gram"
IMG-20260313-WA0008.jpg,,,*1 Gm Forming  chain (men's)** Length- 24 Inch Price -1500rs FREE SHIPPING ALL OVER INDIA😊,1500.0,525.0,525,2025,*1 Gm Forming  chain (men's)** Length- 24 Inch Price -2025rs FREE SHIPPING ALL OVER INDIA😊,"Code-1221, SAC, MZ9OE, NZ50N, 79100045, No.53000, L24 inch"
IMG-20260313-WA0007.jpg,,,*1 Gm Forming  chain (men's)** Length- 24 Inch Price -1500rs FREE SHIPPING ALL OVER INDIA😊,1500.0,525.0,525,2025,*1 Gm Forming  chain (men's)** Length- 24 Inch Price -2025rs FREE SHIPPING ALL OVER INDIA😊,"Code-1220, SAC, M29OE, NZS0N, 34100067, No.63000, L24inch"
IMG-20260313-WA0006.jpg,,,*Micro Gold Mangalsutra Set* Length- 38Inch Price -490rs FREE SHIPPING ALL OVER INDIA😊,490.0,171.5,172,662,*Micro Gold Mangalsutra Set* Length- 38Inch Price -662rs FREE SHIPPING ALL OVER INDIA😊,"Code-1157, SAC, M9SA, N24SN, 7829056, No.5699, 6 A C, L36 inch"
VID-20260313-WA0005.mp4,,,*Micro Gold Mangalsutra Set* Length- 38 Inch Price -390 rs FREE SHIPPING ALL OVER INDIA😊,390.0,136.5,136,526,*Micro Gold Mangalsutra Set* Length- 38 Inch Price -526 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1043, SAC, M74B, N19SN, 5620067, No.8499, L-38 inch"
VID-20260316-WA0042.mp4,,,*Micro Gold Mangalsutra Set* Length- 18 Inch Price -310rs FREE SHIPPING ALL OVER INDIA😊,310.0,108.5,108,418,*Micro Gold Mangalsutra Set* Length- 18 Inch Price -418rs FREE SHIPPING ALL OVER INDIA😊,"Code-455, SAC, MS8B, N1SSN, 7813056, No.8450, SAC, L-18 Inch"
IMG-20260316-WA0040.jpg,,,*New Micro Gold  Mangalsutra* Length- 36Inch Price -400rs FREE SHIPPING ALL OVER INDIA😊,400.0,140.0,140,540,*New Micro Gold  Mangalsutra* Length- 36Inch Price -540rs FREE SHIPPING ALL OVER INDIA😊,"M76B, Code-1117, NZOON, 7819523, No.8550, L-36 inch"
IMG-20260316-WA0039.jpg,,,*New Micro Gold  Mangalsutra Combo Set * Length- 36Inch Price -630 rs FREE SHIPPING ALL OVER INDIA😊,630.0,220.5,220,850,*New Micro Gold  Mangalsutra Combo Set * Length- 36Inch Price -850 rs FREE SHIPPING ALL OVER INDIA😊,"M12OB, N31SN, Code-1118, 7812056, 7319577, No.4899, L-36 inch"
IMG-20260315-WA0004.jpg,,,*New Micro Gold  Mangalsutra Combo Set* Length- 36 Inch Price -620 rs FREE SHIPPING ALL OVER INDIA😊,620.0,217.0,217,837,*New Micro Gold  Mangalsutra Combo Set* Length- 36 Inch Price -837 rs FREE SHIPPING ALL OVER INDIA😊,"Code-1119, M12OB, N31ON, 7812056, 6719523, No.7800, L-36 inch"
IMG-20260316-WA0037.jpg,,,*Premium Quality Micro Gold 1 Line Bormala* Length- 22 Inch Price -310rs FREE SHIPPING ALL OVER INDIA😊,310.0,108.5,108,418,*Premium Quality Micro Gold 1 Line Bormala* Length- 22 Inch Price -418rs FREE SHIPPING ALL OVER INDIA😊,"TS8B, Code-1137, NISSN, 8914033, SAC, No.2440, L-22 inch"
IMG-20260316-WA0036.jpg,,,*New Micro Gold  Mangalsutra* Length- 36 Inch Price -490rs FREE SHIPPING ALL OVER INDIA😊,490.0,171.5,172,662,*New Micro Gold  Mangalsutra* Length- 36 Inch Price -662rs FREE SHIPPING ALL OVER INDIA😊,"Code-1150, SAC, M94B, N24SN, 7830056, No.6700, L36 inch"
